Dam Name,Other Names,Former Names,NID ID,Other Structure ID,Federal ID,Owner Names,Owner Types,Primary Owner Type,Number of Associated Structures,Is Associated Structure?,Designer Names,Non-Federal Dam on Federal Property,Primary Purpose,Purposes,Source Agency,State or Federal Agency ID,Latitude,Longitude,State,County,City,Distance to Nearest City (Miles),River or Stream Name,Congressional District,State Regulated Dam,State Jurisdictional Dam,State Regulatory Agency,State Permitting Authority,State Inspection Authority,State Enforcement Authority,Federally Regulated Dam,Federal Agency Owners,Federal Agency Involvement Funding,Federal Agency Involvement Design,Federal Agency Involvement Construction,Federal Agency Involvement Regulatory,Federal Agency Involvement Inspection,Federal Agency Involvement Operation,Federal Agency Involvement Other,Built Under the Authority of the Secretary of Agriculture,NRCS Watershed Dam Authorization,Primary Dam Type,Dam Types,Core Types,Foundation,Dam Height (Ft),Hydraulic Height (Ft),Structural Height (Ft),NID Height (Ft),NID Height Category,Dam Length (Ft),Volume (Cubic Yards),Year Completed,Year Completed Category,Years Modified,NID Storage (Acre-Ft),Max Storage (Acre-Ft),Normal Storage (Acre-Ft),Surface Area (Acres),Drainage Area (Sq Miles),Max Discharge (Cubic Ft/Second),Spillway Type,Spillway Width (Ft),Number of Locks,Length of Locks (ft),Lock Width (Ft),Length of Secondary Lock (Ft),Secondary Lock Width (Ft),Outlet Gate Type,Data Last Updated,Last Inspection Date,Inspection Frequency,Hazard Potential Classification,Condition Assessment,Condition Assessment Date,EAP Prepared,EAP Last Revision Date,Website URL,Operational Status,Operational Status Date,Inundation Maps Added to NID?,American Indian/Alaska Native/Native Hawaiian,Dam Status,Deleted Reason,Has Photo?,FEMA_Flood_Zone,FEMA_Zone_Subtype,FEMA_In_SFHA,Flood_Risk_Category,Snap_Distance_m,NHD_Snap_Flag,NHD_Snap_Source,NHD_River_Name,NHD_Permanent_ID,HUC8_Code,HUC8_Name,HUC12_Code,HUC12_Name,Valid_Snap,County_Population
Tyler Station Dam,Beaverdam Farm,,VA085085,,VA085085,,Not Listed,Not Listed,0.0,No,,,,,Virginia,85085,37.9353,-77.6722,Virginia,Hanover,,,trib. Beaverdam Creek,"Virginia, Congressional District 05",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,Earth,Earth,,,18.0,,,18,Less than 25 feet,380.0,,,Undetermined,,53.0,53.0,,,0.33,,,,,,,,,,12/4/2022,,,Undetermined,Not Rated,,No,,https://damsafety.org/virginia,Not Applicable,3/8/2021,No,,Active,,No,X,AREA OF MINIMAL FLOOD HAZARD,False,Low,18.194117328952725,OK,WATERBODY,,65102415,2080106.0,Pamunkey,20801060702.0,Lower Little River,True,110513
Godwin - Culpepper Dam,,,VA800016,,VA800016,,Not Listed,Not Listed,0.0,No,,,Recreation,Recreation,Virginia,800016,36.7829,-76.5457,Virginia,Suffolk,,0.0,TR-NANSEMOND RIVER,"Virginia, Congressional District 02",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,Earth,Earth,,,16.0,,,16,Less than 25 feet,,,,Undetermined,,216.0,216.0,60.0,,0.71,,,,,,,,,,12/4/2022,,,Undetermined,Not Rated,,No,,https://damsafety.org/virginia,Not Applicable,3/26/2022,No,,Active,,No,AE,,True,High,25.793638120080768,OK,FLOWLINE,,133278389,2080208.0,Hampton Roads,20802080105.0,Cedar Lake-Nansemond River,True,94856
Gregory Dam,,,VA143034,,VA143034,Louis W. Gregory,Private,Private,0.0,No,,,Recreation,Recreation;Irrigation,Virginia,143034,36.7941,-79.2015,Virginia,Pittsylvania,,0.0,TR-JOHNS RUN,"Virginia, Congressional District 05",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,Earth,Earth,,,28.0,,,28,25-50 feet,,,,Undetermined,,64.0,64.0,36.0,,0.17,,,,,,,,,,12/4/2022,,,Undetermined,Not Rated,,Not Required,,https://damsafety.org/virginia,Not Applicable,3/8/2021,No,,Active,,No,X,AREA OF MINIMAL FLOOD HAZARD,False,Low,0.0,OK,WATERBODY,,74033857,3010105.0,Banister,30101050302.0,Lower Sandy Creek,True,60541
Watermarks Dam,,,VA003113,,VA003113,"James River Farm, LLC",Private,Private,0.0,No,,,Recreation,Recreation,Virginia,3113,37.7733,-78.5417,Virginia,Albemarle,,,trib. James Rver,"Virginia, Congressional District 05",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,Earth,Earth,,,35.0,,,35,25-50 feet,,,,Undetermined,,138.0,138.0,,10.0,0.07,,,,,,,,,,12/4/2022,,,Undetermined,Not Rated,,No,,https://damsafety.org/virginia,Not Applicable,3/8/2021,No,,Active,,No,X,AREA OF MINIMAL FLOOD HAZARD,False,Low,18.70829597765108,OK,WATERBODY,,{44F65159-8AD0-4095-8084-97D950A4E0A1},2080203.0,Middle James-Buffalo,20802031102.0,Rock Island Creek-James River,True,112513
Spotsylvania County Dam #8,177dd065  Ruffins Pond,,VA177035,,VA177035,,Not Listed,Not Listed,0.0,No,,,Other,Other,Virginia,177035,38.246,-77.4017,Virginia,Spotsylvania,,,,"Virginia, Congressional District 07",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,Earth,Earth,,,18.0,,,18,Less than 25 feet,1300.0,,1900.0,1900-1909,,1056.65,1056.65,765.08,123.4,38.14,,,,,,,,,,12/4/2022,,,Undetermined,Not Rated,,No,,https://damsafety.org/virginia,Not Applicable,3/8/2021,No,,Active,,No,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,False,Low,23.039774614775336,OK,WATERBODY,Ruffins Pond,123120423,2080104.0,Lower Rappahannock,20801040103.0,Massaponax Creek,True,141097
Stevens Lake Dam,,,VA125006,,VA125006,Russel A. Stevens,Private,Private,0.0,No,,,Water Supply,Water Supply,Virginia,125006,37.7152,-78.9159,Virginia,Nelson,,,TR-BROWN CREEK,"Virginia, Congressional District 05",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,Earth,Earth,,,31.0,,,31,25-50 feet,,,,Undetermined,,38.0,38.0,20.0,,0.13,,,,,,,,,,12/4/2022,,,Undetermined,Not Rated,,No,,https://damsafety.org/virginia,Not Applicable,3/8/2021,No,,Active,,No,X,AREA OF MINIMAL FLOOD HAZARD,False,Low,9.359561614548127,OK,WATERBODY,Stevens Lake,39930932,2080203.0,Middle James-Buffalo,20802030701.0,Brown Creek-Tye River,True,14773
Ferry Point Dam,,,VA800015,,VA800015,,Not Listed,Not Listed,0.0,No,,,Recreation,Recreation,Virginia,800015,36.8548,-76.5346,Virginia,Suffolk,,0.0,TR-NANSEMOND RIVER,"Virginia, Congressional District 02",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,Earth,Earth,,,14.0,,,14,Less than 25 feet,,,,Undetermined,,60.0,60.0,12.0,,,,,,,,,,,,12/4/2022,,,Undetermined,Not Rated,,No,,https://damsafety.org/virginia,Not Applicable,3/26/2022,No,,Active,,No,AE,,True,High,13.80778379965106,OK,WATERBODY,,133282717,2080208.0,Hampton Roads,20802080106.0,Bennett Creek-Nansemond River,True,94856
Lake Reynovia Dam,,,VA003175,,VA003175,Lake Reynovia Owners Association,Private,Private,0.0,No,,,Recreation,Recreation,Virginia,3175,37.9955,-78.5069,Virginia,Albemarle,,,BUSCUIT RUN,"Virginia, Congressional District 05",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,Earth,Earth,,,29.0,,,29,25-50 feet,150.0,,,Undetermined,,87.0,87.0,54.0,5.7,0.32,,,,,,,,,,12/4/2022,5/17/2013,,Undetermined,Satisfactory,5/17/2013,Yes,6/15/2017,https://damsafety.org/virginia,"Under Investigation, Planning, Permitting, or Design for Remediation",4/7/2021,No,,Active,,No,X,AREA OF MINIMAL FLOOD HAZARD,False,Low,16.211808662447826,OK,WATERBODY,Reynovia Lake,66114974,2080204.0,Rivanna,20802040402.0,Moores Creek,True,112513
Smith River Dam,,,VA089013,,VA089013,City of Martinsville Electric Dept,Local Government,Local Government,0.0,No,,,Hydroelectric,Hydroelectric,Virginia,89013,36.6646,-79.8835,Virginia,Henry,,2.0,SMITH RIVER,"Virginia, Congressional District 09",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,Gravity,Gravity,,,38.0,,,38,25-50 feet,538.0,,,Undetermined,,2600.0,2600.0,800.0,55.6,378.9,,,,,,,,,,12/4/2022,8/29/2014,1.0,High,Fair,8/29/2014,Yes,1/29/2016,https://damsafety.org/virginia,Normal Operations,1/5/2021,No,,Active,,No,AE,FLOODWAY,True,High,3.4305528788991984,OK,WATERBODY,Smith River,136643070,3010103.0,Upper Dan,30101030801.0,Beaver Creek-Smith River,True,50760
Rimrock Lake Dam,,,VA195012,,VA195012,G. W. Barnette,Private,Private,0.0,No,USDA NRCS,,Recreation,Recreation,Virginia,195012,36.913,-82.6878,Virginia,Wise,,0.0,,"Virginia, Congressional District 09",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,Natural Resources Conservation Service,,,,,,No,,Earth,Earth,,,22.0,,,22,Less than 25 feet,,,,Undetermined,,60.0,60.0,,,0.06,,,,,,,,,,12/4/2022,,,Undetermined,Not Rated,,No,,https://damsafety.org/virginia,Not Applicable,3/8/2021,No,,Active,,No,X,AREA OF MINIMAL FLOOD HAZARD,False,Low,247349.0819438981,INVALID,NONE,,,,,,,False,36105
Indian Swamp Dam,,,VA149009,,VA149009,,Not Listed,Not Listed,0.0,No,,,Recreation,Recreation,Virginia,149009,37.0237,-77.3789,Virginia,Prince George,,3.0,TR-ROWANTY CREEK,"Virginia, Congressional District 04",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,Earth,Earth,,,10.0,,,10,Less than 25 feet,,,,Undetermined,,52.0,52.0,17.0,,0.51,,,,,,,,,,12/4/2022,,,Undetermined,Not Rated,,No,,https://damsafety.org/virginia,Not Applicable,3/26/2022,No,,Active,,No,X,AREA OF MINIMAL FLOOD HAZARD,False,Low,9.272313533997115,OK,FLOWLINE,,135959655,3010201.0,Nottoway,30102010703.0,Rowanty Creek,True,42634
Mt. Airy Dam,,,VA159003,,VA159003,,Not Listed,Not Listed,0.0,No,,,Recreation,Recreation,Virginia,159003,37.9828,-76.7983,Virginia,Richmond,,,trib. Cat Point Creek,"Virginia, Congressional District 01",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,Earth,Earth,,,14.0,,,14,Less than 25 feet,,,,Undetermined,,103.0,103.0,,,4.63,,,,,,,,,,12/4/2022,,,Undetermined,Not Rated,,No,,https://damsafety.org/virginia,Not Applicable,3/8/2021,No,,Active,,No,A,,True,High,31.276748659278923,OK,WATERBODY,Mount Airy Millpond,123130215,2080104.0,Lower Rappahannock,20801040402.0,Menokin Bay-Cat Point Creek,True,236139
Ragsdale Large Dam,,,VA143077,,VA143077,John Ragsdale,Private,Private,0.0,No,,,,,Virginia,143077,36.8795,-79.1963,Virginia,Pittsylvania,,,Unnamed Tributary to Bird Creek,"Virginia, Congressional District 05",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,Earth,Earth,,,28.0,,,28,25-50 feet,360.0,,,Undetermined,,61.0,61.0,43.0,4.7,0.17,,,,,,,,,,12/4/2022,,,Undetermined,Not Rated,,No,,https://damsafety.org/virginia,Not Applicable,3/8/2021,No,,Active,,No,X,AREA OF MINIMAL FLOOD HAZARD,False,Low,10.332561613270473,OK,FLOWLINE,,{602B7EBC-3781-4E15-97A6-14A223B248C1},3010105.0,Banister,30101050205.0,Allen Creek-Banister River,True,60541
Liverman Dam,,,VA157001,,VA157001,"Chester W. Fannon, Jr.",Private,Private,0.0,No,,,Recreation,Recreation,Virginia,157001,38.6638,-78.0406,Virginia,Rappahannock,,1.0,TR-Thorton River,"Virginia, Congressional District 10",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,Earth,Earth,,,25.0,,,25,25-50 feet,250.0,,,Undetermined,,106.95,106.95,89.13,9.51,0.69,,,,,,,,,,12/4/2022,,,Undetermined,Not Rated,,No,,https://damsafety.org/virginia,Not Applicable,3/8/2021,No,,Active,,No,X,AREA OF MINIMAL FLOOD HAZARD,False,Low,8.502359514085516,OK,WATERBODY,Liverman Pond,66981012,2080103.0,Rapidan-Upper Rappahannock,20801030304.0,Mill Run-Thornton River,True,7422
Evergreen Lake Dam,The Midlothian Co. Dam,,VA041040,,VA041040,Midlothian Company,Private,Private,0.0,No,,,Recreation,Recreation,Virginia,41040,37.4692,-77.6309,Virginia,Chesterfield,,,,"Virginia, Congressional District 01",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,Earth,Earth,,,22.0,,,22,Less than 25 feet,300.0,,,Undetermined,,72.0,72.0,,,0.74,,,,,,,,,,12/4/2022,,,Undetermined,Not Rated,,No,,https://damsafety.org/virginia,Not Applicable,3/8/2021,No,,Active,,No,X,AREA OF MINIMAL FLOOD HAZARD,False,Low,0.0,OK,WATERBODY,,135653137,2080206.0,Lower James,20802060102.0,Falling Creek,True,366019
Scotts Pond,,,VA095048,,VA095048,,Not Listed,Not Listed,0.0,No,,,Recreation,Recreation,Virginia,95048,37.3217,-76.7507,Virginia,James City,,,trib.  Long Hill Swamp,"Virginia, Congressional District 01",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,Earth,Earth,,,16.0,,,16,Less than 25 feet,,,,Undetermined,,52.0,52.0,,,0.38,,,,,,,,,,12/4/2022,,,Undetermined,Not Rated,,No,,https://damsafety.org/virginia,Not Applicable,3/8/2021,No,,Active,,No,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,False,Low,3.614164343458736,OK,WATERBODY,Scotts Pond,135653195,2080206.0,Lower James,20802060702.0,Powhatan Creek,True,78818
Mitchells Millpond Dam,,,VA101012,,VA101012,Norma McCarthy,Private,Private,0.0,No,,,Recreation,Recreation,Virginia,101012,37.8313,-77.1636,Virginia,King William,,0.0,Bridge Creek,"Virginia, Congressional District 01",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,Earth,Earth,,,11.0,,,11,Less than 25 feet,350.0,,,Undetermined,,183.7,183.7,114.2,21.3,10.7,,,,,,,,,,12/4/2022,,,Undetermined,Not Rated,,No,,https://damsafety.org/virginia,Not Applicable,3/8/2021,No,,Active,,No,A,,True,High,19.454201200841386,OK,WATERBODY,Mitchell Millpond,61383875,2080105.0,Mattaponi,20801050503.0,Herring Creek,True,17845
Thomas L. and Patricia Smith Dam,01900dd053,,VA019053,,VA019053,Thomas L. and Patricia Smith,Private,Private,,No,,,,,Virginia,19053,37.1862,-79.4358,Virginia,Bedford,,,,"Virginia, Congressional District 09",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,Earth,Earth,,,30.0,,,30,25-50 feet,,,,Undetermined,,53.19,53.19,25.8,2.8,0.12,,,,,,,,,,12/4/2022,,,Undetermined,Not Rated,,No,,https://damsafety.org/virginia,Not Applicable,1/5/2021,No,,Active,,No,X,AREA OF MINIMAL FLOOD HAZARD,False,Low,1.491956195217918,OK,FLOWLINE,,44322217,3010101.0,Upper Roanoke,30101011201.0,Mill Creek-Goose Creek,True,79761
Fuzzys Dam,,,VA143009,,VA143009,Larry Eugene Phillips Sr.,Private,Private,0.0,No,,,Recreation,Recreation,Virginia,143009,36.9775,-79.5007,Virginia,Pittsylvania,,1.0,FRYING PAN CREEK,"Virginia, Congressional District 05",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,Rockfill,Rockfill,,,20.0,,,20,Less than 25 feet,,,,Undetermined,,74.0,74.0,41.0,,15.63,,,,,,,,,,12/4/2022,,,Undetermined,Not Rated,,No,,https://damsafety.org/virginia,Not Applicable,3/8/2021,No,,Active,,No,AE,,True,High,4.007237791050058,OK,WATERBODY,Fuzzys Lake,44348630,3010101.0,Upper Roanoke,30101011002.0,Fryingpan Creek-Pigg River,True,60541
Melody Lake Dam,,,VA067007,,VA067007,Melody Lake Improvement Association,Private,Private,0.0,No,,,Recreation,Recreation,Virginia,67007,37.1226,-79.9313,Virginia,Franklin,,0.8,CROOKED BRANCH,"Virginia, Congressional District 09",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,Earth,Earth,,,41.0,,,41,25-50 feet,215.0,,,Undetermined,,300.0,300.0,200.0,7.5,0.78,,,,,,,,,,12/4/2022,9/23/2002,,Undetermined,Not Rated,9/23/2002,Yes,11/17/2003,https://damsafety.org/virginia,"Under Investigation, Planning, Permitting, or Design for Remediation",3/11/2021,No,,Active,,No,X,AREA OF MINIMAL FLOOD HAZARD,False,Low,18.011223639312828,OK,WATERBODY,Melody Lake,44347452,3010101.0,Upper Roanoke,30101010504.0,Maggodee Creek,True,63032
Carlton Dam,,,VA147013,,VA147013,,Not Listed,Not Listed,0.0,No,,,Recreation,Recreation,Virginia,147013,37.2702,-78.4262,Virginia,Prince Edward,,2.0,TR-LITTLE BUFFALO CREEK,"Virginia, Congressional District 05",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,Earth,Earth,,,23.0,,,23,Less than 25 feet,,,,Undetermined,,96.0,96.0,72.0,,0.68,,,,,,,,,,12/4/2022,,,Undetermined,Not Rated,,No,,https://damsafety.org/virginia,Not Applicable,6/18/2022,No,,Active,,No,X,AREA OF MINIMAL FLOOD HAZARD,False,Low,14.24372039386689,OK,WATERBODY,Carlton Pond,61499091,2080207.0,Appomattox,20802070103.0,Locket Creek-Buffalo Creek,True,21922
Keltonic Lake Dam,,,VA061040,,VA061040,Mediteranean Bakery,Private,Private,0.0,No,,,Recreation,Recreation,Virginia,61040,38.5002,-77.6881,Virginia,Fauquier,,0.0,TR-Rock Run,"Virginia, Congressional District 10",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,Earth,Earth,,,18.0,,,18,Less than 25 feet,600.0,,,Undetermined,,56.0,56.0,49.0,,0.05,,,,,,,,,,12/4/2022,,,Undetermined,Not Rated,,No,,https://damsafety.org/virginia,Not Applicable,3/8/2021,No,,Active,,No,X,AREA OF MINIMAL FLOOD HAZARD,False,Low,5.462659404286,OK,FLOWLINE,,66965308,2080103.0,Rapidan-Upper Rappahannock,20801030603.0,Rock Run-Rappahannock River,True,73290
Gouldmans Dam,Gouldaman Pond Dam,,VA033008,,VA033008,,Not Listed,Not Listed,0.0,No,,,Recreation,Recreation,Virginia,33008,38.1757,-77.2043,Virginia,Caroline,,1.07,GOLDENVALE CREEK,"Virginia, Congressional District 07",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,Earth,Earth,,,10.0,,,10,Less than 25 feet,550.0,,,Undetermined,,400.0,400.0,,80.0,16.85,,,,,,,,,,12/4/2022,,,Undetermined,Not Rated,,No,,https://damsafety.org/virginia,Not Applicable,3/8/2021,No,,Active,,No,A,,True,High,15.575984346377108,OK,WATERBODY,Goldenvale Creek,123132586,2080104.0,Lower Rappahannock,20801040203.0,Goldenvale Creek-Rappahannock River,True,31181
Vpi ,Vpi Pond,,VA135008,,VA135008,Fort Pickett,Federal,Federal,0.0,No,,No,Irrigation,"Irrigation;Fire Protection, Stock, Or Small Fish Pond;Recreation",US Army,VA135008,37.09689,-77.95245,Virginia,Nottoway,,4.0,,"Virginia, Congressional District 05",No,No,,No,No,No,Yes,US Army,,,,US Army,,,US Army,No,,Earth,Earth,Unlisted/Unknown,Unlisted/Unknown,,19.0,26.0,26,25-50 feet,800.0,,1974.0,1970-1979,,238.0,238.0,100.0,5.0,0.0,,Uncontrolled,38.0,,,,,,,5/4/2021,9/14/1995,4.0,Low,Not Available,,Not Required,,https://www.army.mil/,,,No,,Active,,No,X,AREA OF MINIMAL FLOOD HAZARD,False,Low,4.840745578103382,OK,WATERBODY,Tommeheton Creek,135958312,3010201.0,Nottoway,30102010204.0,Tommeheton Creek,True,15638
Lower Ski Pond,,,VA029047,,VA029047,Kyanite Mining Corp.,Private,Private,,No,,,Other,Other;Water Supply,Mine Safety and Health Administration,44-00170-03,37.493889,-78.456111,Virginia,Buckingham,"Hillcrest, VA.",2.0,,"Virginia, Congressional District 05",No,No,,No,No,No,Yes,,,,,Mine Safety and Health Administration,Mine Safety and Health Administration,,,No,,Earth,Earth,,,40.0,,,40,25-50 feet,1700.0,,,Undetermined,,1227.0,1227.0,,,,,,,,,,,,,5/3/2021,,,Significant,Not Available,,Yes,,https://www.msha.gov/training-education/safety-and-health-materials/safety-topic-impoundments-and-dams,,,No,,Active,,No,X,AREA OF MINIMAL FLOOD HAZARD,False,Low,0.0,OK,WATERBODY,,62590204,2080205.0,Middle James-Willis,20802050202.0,Whispering Creek-Willis River,True,16869
Pulte Mclean Swm Pond Dam,,,VA059046,,VA059046,Fairfax County Board of Supervisors,Local Government,Local Government,0.0,No,,,,,Virginia,59046,38.9376,-77.2415,Virginia,Fairfax,,,,"Virginia, Congressional District 11",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,Earth,Earth,,,17.0,,,17,Less than 25 feet,,,,Undetermined,,74.0,74.0,,,0.47,,,,,,,,,,12/4/2022,5/3/2022,1.0,High,Satisfactory,5/3/2022,Yes,4/22/2022,https://damsafety.org/virginia,Normal Operations,1/5/2021,No,,Active,,No,A,,True,High,11.605023859569544,OK,FLOWLINE,Rocky Run,51761995,2070008.0,Middle Potomac-Catoctin,20700081004.0,Difficult Run,True,1169596
Johnson Dam,,,VA061014,,VA061014,Phillip W. Walker,Private,Private,0.0,No,USDA NRCS,,Recreation,Recreation,Virginia,61014,38.7625,-77.8382,Virginia,Fauquier,,0.0,Great Run,"Virginia, Congressional District 10",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,Natural Resources Conservation Service,,,,,,No,,Earth,Earth,,,25.0,,,25,25-50 feet,500.0,,,Undetermined,,221.9,221.9,131.8,17.0,1.25,,,,,,,,,,12/4/2022,,,Undetermined,Not Rated,,Not Required,11/25/2003,https://damsafety.org/virginia,Not Applicable,3/9/2021,No,,Active,,No,X,AREA OF MINIMAL FLOOD HAZARD,False,Low,15.432561468407124,OK,WATERBODY,Johnsons Pond,66980080,2080103.0,Rapidan-Upper Rappahannock,20801030203.0,Great Run-Rappahannock River,True,73290
Bowmans Dam,,,VA067004,,VA067004,Josiah Weaver,Private,Private,0.0,No,,,Recreation,Recreation,Virginia,67004,37.1395,-79.9138,Virginia,Franklin,,5.0,TR-WHITE OAK CREEK,"Virginia, Congressional District 09",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,Earth,Earth,,,28.0,,,28,25-50 feet,,,,Undetermined,,64.0,64.0,34.0,3.7,0.9,,,,,,,,,,12/4/2022,,,Undetermined,Not Rated,,Not Required,,https://damsafety.org/virginia,Not Applicable,3/8/2021,No,,Active,,No,X,AREA OF MINIMAL FLOOD HAZARD,False,Low,1.5671237396275148,OK,WATERBODY,Bowmans Pond,44347074,3010101.0,Upper Roanoke,30101010504.0,Maggodee Creek,True,63032
Salmon Dam,Aldwyck #4,,VA075098,,VA075098,,Private,Private,0.0,No,,,Fish and Wildlife Pond,Fish and Wildlife Pond,Virginia,75098,37.7419,-77.8823,Virginia,Goochland,,,trib. Courthouse Creek,"Virginia, Congressional District 05",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,Earth,Earth,,,18.0,,,18,Less than 25 feet,,,,Undetermined,,74.0,74.0,,,,,,,,,,,,,12/4/2022,,,Undetermined,Not Rated,,Not Required,,https://damsafety.org/virginia,Not Applicable,3/9/2021,No,,Active,,No,X,AREA OF MINIMAL FLOOD HAZARD,False,Low,49.784368566148494,OK,WATERBODY,,62587400,2080205.0,Middle James-Willis,20802050505.0,Beaverdam Creek,True,24906
Lake Isaac Dam,,,VA069021,,VA069021,Lake Isaac Estates POA,Private,Private,0.0,No,,,Recreation,Recreation,Virginia,69021,39.2731,-78.383,Virginia,Frederick,,0.0,Isaacs Creek,"Virginia, Congressional District 06",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,Earth,Earth,,,39.0,,,39,25-50 feet,393.0,,,Undetermined,,424.0,424.0,213.0,20.0,2.85,,,,,,,,,,12/4/2022,7/1/2020,1.0,High,Satisfactory,7/1/2020,Yes,6/11/2012,https://damsafety.org/virginia,Normal Operations,1/5/2021,No,,Active,,No,X,AREA OF MINIMAL FLOOD HAZARD,False,Low,12.504435381471248,OK,WATERBODY,Isaacs Creek,{AE30D4B4-EA39-47CB-A9E5-3E86E6CAE0A2},2070004.0,Conococheague-Opequon,20700040402.0,Isaacs Creek-Back Creek,True,92007
Brockett Dam,,,VA061037,,VA061037,Herbert Land LLC,Private,Private,0.0,No,,,Recreation,Recreation;Water Supply,Virginia,61037,38.9004,-77.8996,Virginia,Fauquier,,6.0,TR-Bolling Run,"Virginia, Congressional District 10",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,Earth,Earth,,,16.0,,,16,Less than 25 feet,250.0,,,Undetermined,,77.0,77.0,66.0,,0.57,,,,,,,,,,12/4/2022,,,Undetermined,Not Rated,,Yes,10/29/1998,https://damsafety.org/virginia,Not Applicable,3/8/2021,No,,Active,,No,X,AREA OF MINIMAL FLOOD HAZARD,False,Low,22.51557265488948,OK,WATERBODY,Woodside Lake,51773975,2070008.0,Middle Potomac-Catoctin,20700080502.0,Crooked Run-Goose Creek,True,73290
Stuart Water Treatment Plant Dam,,,VA141061,,VA141061,VA DCR,Not Listed,Not Listed,,No,,,Water Supply,Water Supply,Virginia,141061,36.629,-80.2885,Virginia,Patrick,,,,"Virginia, Congressional District 09",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,Earth,Earth,,,34.0,34.0,34.0,34,25-50 feet,,,,Undetermined,,23.0,23.0,18.0,1.44,,,,,,,,,,,12/4/2022,,,Undetermined,Not Rated,,Not Required,,https://damsafety.org/virginia,Not Applicable,3/9/2021,No,,Active,,No,X,AREA OF MINIMAL FLOOD HAZARD,False,Low,20.892779993097136,OK,WATERBODY,,136643445,3010103.0,Upper Dan,30101030401.0,Upper South Mayo River,True,17660
Tactical Bridge ,Engineer Pond,,VA135025,,VA135025,Fort Pickett,Federal,Federal,0.0,No,,No,Other,Other,US Army,VA135025,37.10871,-77.93598,Virginia,Nottoway,,40.0,,"Virginia, Congressional District 05",No,No,,No,No,No,Yes,US Army,,,,US Army,,,US Army,No,,Earth,Earth,Unlisted/Unknown,Unlisted/Unknown,,29.0,40.0,40,25-50 feet,345.0,,1980.0,1980-1989,,186.0,186.0,131.0,15.0,0.0,,Uncontrolled,32.0,,,,,,,5/4/2021,9/14/1995,4.0,Low,Not Available,,Not Required,,https://www.army.mil/,,,No,,Active,,No,X,AREA OF MINIMAL FLOOD HAZARD,False,Low,0.0,OK,WATERBODY,Pryor Road Reservoir,135958271,3010201.0,Nottoway,30102010204.0,Tommeheton Creek,True,15638
