Dam Name,Other Names,Former Names,NID ID,Other Structure ID,Federal ID,Owner Names,Owner Types,Primary Owner Type,Number of Associated Structures,Is Associated Structure?,Designer Names,Non-Federal Dam on Federal Property,Primary Purpose,Purposes,Source Agency,State or Federal Agency ID,Latitude,Longitude,State,County,City,Distance to Nearest City (Miles),River or Stream Name,Congressional District,State Regulated Dam,State Jurisdictional Dam,State Regulatory Agency,State Permitting Authority,State Inspection Authority,State Enforcement Authority,Federally Regulated Dam,Federal Agency Owners,Federal Agency Involvement Funding,Federal Agency Involvement Design,Federal Agency Involvement Construction,Federal Agency Involvement Regulatory,Federal Agency Involvement Inspection,Federal Agency Involvement Operation,Federal Agency Involvement Other,Built Under the Authority of the Secretary of Agriculture,NRCS Watershed Dam Authorization,Primary Dam Type,Dam Types,Core Types,Foundation,Dam Height (Ft),Hydraulic Height (Ft),Structural Height (Ft),NID Height (Ft),NID Height Category,Dam Length (Ft),Volume (Cubic Yards),Year Completed,Year Completed Category,Years Modified,NID Storage (Acre-Ft),Max Storage (Acre-Ft),Normal Storage (Acre-Ft),Surface Area (Acres),Drainage Area (Sq Miles),Max Discharge (Cubic Ft/Second),Spillway Type,Spillway Width (Ft),Number of Locks,Length of Locks (ft),Lock Width (Ft),Length of Secondary Lock (Ft),Secondary Lock Width (Ft),Outlet Gate Type,Data Last Updated,Last Inspection Date,Inspection Frequency,Hazard Potential Classification,Condition Assessment,Condition Assessment Date,EAP Prepared,EAP Last Revision Date,Website URL,Operational Status,Operational Status Date,Inundation Maps Added to NID?,American Indian/Alaska Native/Native Hawaiian,Dam Status,Deleted Reason,Has Photo?,FEMA_Flood_Zone,FEMA_Zone_Subtype,FEMA_In_SFHA,Flood_Risk_Category
Upper Mint Springs Dam,Mint Springs Lake,,VA003146,,VA003146,Albemarle County;Albemarle County Local Government;Albemarle County Local Government,Local Government;State,Local Government,0,No,USDA NRCS,,Recreation,Recreation;Water Supply,Virginia,3146,38.0831,-78.7292,Virginia,Albemarle,,,POWELLS CREEK,"Virginia, Congressional District 05",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,Natural Resources Conservation Service,,,,,,No,,Earth,Earth,,,30,,,30,25-50 feet,250,,,Undetermined,,81,81,46,4,0.2,,,,,,,,,,12/4/2022,10/10/2022,1,High,Fair,10/10/2022,Yes,3/23/2007,https://damsafety.org/virginia,"Under Investigation, Planning, Permitting, or Design for Remediation",4/7/2021,No,,Active,,No,X,AREA OF MINIMAL FLOOD HAZARD,FALSE,Low
Robertson Dam,Lake Robertson,,VA163002,,VA163002,Virginia Department of Wildlife Resources,State,State,0,No,Virginia Department of Games and Inland Fisheries,,Recreation,Recreation,Virginia,163002,37.8015,-79.6053,Virginia,Rockbridge,Lexington,8.9,Unnamed tributary to Colliers Creek - VAHU6 JU84 Colliers Creek,"Virginia, Congressional District 06",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,Earth,Earth,,,52,,,52,51-100 feet,400,,,Undetermined,,678,678,440,26,1,,,,,,,,,,12/4/2022,2/17/2021,1,High,Fair,2/17/2021,Yes,7/13/2015,https://damsafety.org/virginia,Normal Operations,1/5/2021,No,,Active,,No,X,AREA OF MINIMAL FLOOD HAZARD,FALSE,Low
Lakewood Dam,Lynch Dam,,VA031005,,VA031005,7K Farms LLC,Private,Private,0,No,USDA NRCS,,Irrigation,Irrigation;Recreation,Virginia,31005,37.2403,-79.0831,Virginia,Campbell,Lynchburg,24,Mollys Creek - VAHU6 RU68 Mollys Cree,"Virginia, Congressional District 05",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,Natural Resources Conservation Service,,,,,,No,,Earth,Earth,Unlisted/Unknown;Unlisted/Unknown,Unlisted/Unknown,34,34,34,34,25-50 feet,500,,1968,1960-1969,,1324.3,1324.3,562,65,6.1,,Uncontrolled,60,0,0,0,,,Uncontrolled0;Uncontrolled0;Uncontrolled0,12/4/2022,11/29/2018,3,Significant,Fair,11/29/2018,Yes,7/15/2011,https://damsafety.org/virginia,"Under Investigation, Planning, Permitting, or Design for Remediation",6/18/2022,No,,Active,,No,A,,TRUE,High
Clear Creek Dam,Clear Creek Lake,,VA191002,,VA191002,TVA,Federal,Federal,0,No,TVA,No,Flood Risk Reduction,Flood Risk Reduction;Recreation,Tennessee Valley Authority,,36.663,-82.119536,Virginia,Bristol,BRISTOL,7,CLEAR CREEK,"Virginia, Congressional District 09",No,No,,No,No,No,Yes,Tennessee Valley Authority,Tennessee Valley Authority,Tennessee Valley Authority,Tennessee Valley Authority,Tennessee Valley Authority,Tennessee Valley Authority,Tennessee Valley Authority,,No,,Earth,Earth,Earth,Rock,51,47,51,51,51-100 feet,670,163978,1965,1960-1969,,4660,4660,2776,130,5.75,10420,Uncontrolled,100,0,,,,,,10/3/2025,8/13/2025,1.25,High,Not Available,,Yes,7/30/2025,https://www.tva.com/energy/our-power-system/hydroelectric/tva-dam-safety,,,No,,Active,,Yes,X,AREA OF MINIMAL FLOOD HAZARD,FALSE,Low
Northampton Dam # 1,,,VA131011,,VA131011,Denard Charles Spady;Rawls Family LLC,Private,Private,0,No,,,Other,Other,Virginia,131011,37.3808,-75.9691,Virginia,Northampton,Eastville,2.3,Barlow Creek - VAHU6 CB45 Lower Chesapeake Bay - Hungars Creek,"Virginia, Congressional District 02",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,Earth,Earth,Unlisted/Unknown;Unlisted/Unknown,Unlisted/Unknown,13,13,13,13,Less than 25 feet,545,,,Undetermined,,60.4,60.4,,10.4,0.5,,,,,,,,,,12/4/2022,,,Undetermined,Not Rated,,No,,https://damsafety.org/virginia,Not Applicable,3/8/2021,No,,Active,,No,X,AREA OF MINIMAL FLOOD HAZARD,FALSE,Low
Peaks of Otter Dam 1-K Mi.85.5,,,VA019001,,VA019001,DOI NPS,Federal,Federal,0,No,USDA NRCS,No,Fish and Wildlife Pond,Fish and Wildlife Pond;Other;Recreation,National Park Service,,37.444745,-79.602368,Virginia,Bedford,"LYNCHBURG, VA",,LITTLE STONEY CREEK,"Virginia, Congressional District 09",No,No,,No,No,No,Yes,National Park Service,National Park Service,Natural Resources Conservation Service,,National Park Service,National Park Service,National Park Service,,No,,,,,,34,28,,34,25-50 feet,350,6400,1964,1960-1969,2007,384,384,240,24,,1300,Uncontrolled,77,0,0,0,,,Uncontrolled,6/11/2025,11/15/2024,,High,Not Available,,Yes,12/13/2022,https://www.nps.gov/index.htm,,,No,,Active,,No,X,AREA OF MINIMAL FLOOD HAZARD,FALSE,Low
Lake Shenandoah Dam,Lake Shenandoah,,VA165005,,VA165005,Virginia Department of Wildlife Resources,State,State,0,No,,,Recreation,Recreation,Virginia,165005,38.3789,-78.8326,Virginia,Rockingham,Harrisonburg,4.28,Congers Run - VAHU6 PS26 North River - Mill Creek,"Virginia, Congressional District 06",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,Earth,Earth,,,31,,,31,25-50 feet,315,,,Undetermined,,720,720,360,36,4.5,,,,,,,,,,12/4/2022,4/8/2022,1,High,Poor,4/8/2022,Yes,10/3/2019,https://damsafety.org/virginia,"Under Investigation, Planning, Permitting, or Design for Remediation",4/7/2021,No,,Active,,No,AE,,TRUE,High
Edwards Dam,,,VA093001,,VA093001,Edwards Farm;Edwards Farm;Edwards Farm,Private,Private,0,No,USDA NRCS,,Recreation,Recreation,Virginia,93001,36.9256,-76.6318,Virginia,Isle of Wight,Smithfield,3.7,Unnamed tributary of Champion Swamp (creek) - VAHU6 JL40 Cypress Creek,"Virginia, Congressional District 02",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,Natural Resources Conservation Service,,,,,,No,,Earth,Earth,,,23,,,23,Less than 25 feet,,,,Undetermined,,143,143,70,,0.22,,,,,,,,,,12/4/2022,,,Undetermined,Not Rated,,No,,https://damsafety.org/virginia,Not Applicable,3/26/2022,No,,Active,,No,X,AREA OF MINIMAL FLOOD HAZARD,FALSE,Low
Potomac Lake Dam,Palisade Parkway Embankment W/ Embedded Utilities INCluding Road Storm Drains,,VA107044,,VA107044,VDOT;Westlake Commercial Owners Association,Private,Private,0,No,,,Flood Risk Reduction,Flood Risk Reduction,Virginia,107044,39.0352,-77.4056,Virginia,Loudoun,,0.1,,"Virginia, Congressional District 10",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,Earth,Earth,,,25,,,25,25-50 feet,280,,,Undetermined,,149.2,149.2,58.3,7.9,0.73,,,,,,,,,,12/4/2022,,,Undetermined,Not Rated,,No,,https://damsafety.org/virginia,Not Applicable,3/8/2021,No,,Active,,No,No Data,,FALSE,Unknown
Timberlake Dam,"P.D.Pitts Dam, Old Campbell'S Dam",,VA033044,,VA033044,Lake Owners Group Partnership,Private,Private,0,No,USDA NRCS,,Recreation,Recreation,Virginia,33044,38.0167,-77.1697,Virginia,Caroline,,,trib. Beverly Run,"Virginia, Congressional District 07",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,Natural Resources Conservation Service,,,,,,No,,Earth,Earth,,,26,,,26,25-50 feet,620,,,Undetermined,,109,109,,,,,,,,,,,,,12/4/2022,,,Undetermined,Not Rated,,No,,https://damsafety.org/virginia,Not Applicable,3/8/2021,No,,Active,,No,X,AREA OF MINIMAL FLOOD HAZARD,FALSE,Low
Town Center Dam,Cascade Parkway Embankment With Embedded Utilities INCluding Road Storm Drains,,VA107045,,VA107045,Town Center Mixed-Use Association Inc.;VDOT,Private,Private,0,No,,,Flood Risk Reduction,Flood Risk Reduction,Virginia,107045,39.0327,-77.4006,Virginia,Loudoun,,0.1,,"Virginia, Congressional District 10",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,Earth,Earth,,,25,,,25,25-50 feet,898,,,Undetermined,,104,104,36.3,7.2,0.42,,,,,,,,,,12/4/2022,,,Undetermined,Not Rated,,No,,https://damsafety.org/virginia,Not Applicable,3/8/2021,No,,Active,,No,No Data,,FALSE,Unknown
Willow Ridge Dam,Mountain Brook East Lake,,VA109039,,VA109039,"Mountain Brook of Troy, Inc.",Private,Private,0,No,,,Recreation,Recreation,Virginia,109039,38.0077,-78.2467,Virginia,Louisa,,1.6,Little River trib. East Prong Beaverdam Creek,"Virginia, Congressional District 05",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,Earth,Earth,,,15,15,15,15,Less than 25 feet,225,,1994,1990-1999,,76.8,76.8,33.9,9,0.8,4304,Controlled,25,0,0,0,,,Uncontrolled0,12/4/2022,8/28/2009,3,Significant,Fair,8/28/2009,Yes,8/25/2020,https://damsafety.org/virginia,"Under Investigation, Planning, Permitting, or Design for Remediation",4/7/2021,No,,Active,,No,X,AREA OF MINIMAL FLOOD HAZARD,FALSE,Low
Bass Pond Dam,Bass Pond Western Dam,,VA145046,,VA145046,Virginia Department of Wildlife Resources,State,State,0,No,,,Recreation,Recreation,Virginia,145046,37.5423,-78.0079,Virginia,Powhatan,,,trib. Eastern Bass Pond (SE) and Sunfish Pond (14529),"Virginia, Congressional District 05",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,Earth,Earth,,,20,,,20,Less than 25 feet,300,,,Undetermined,,53,53,,,0.16,,,,,,,,,,12/4/2022,3/12/2020,6,Low,Poor,3/12/2020,No,,https://damsafety.org/virginia,"Under Investigation, Planning, Permitting, or Design for Remediation",3/10/2021,No,,Active,,No,X,AREA OF MINIMAL FLOOD HAZARD,FALSE,Low
Eastern Pond Dam (Pc 106),Warhill Dam,,VA095029,,VA095029,James City County;James City County,Local Government,Local Government,0,No,Timmons Group,,Irrigation,Irrigation,Virginia,95029,37.3244,-76.7608,Virginia,James City,,,"W.Br., Longhill Swamp Creek","Virginia, Congressional District 01",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,Earth,Earth,,,20,,,20,Less than 25 feet,422,,,Undetermined,,74,74,35.4,6.3,0.18,,,,,,,,,,12/4/2022,12/15/2021,6,Low,Satisfactory,12/15/2021,Yes,2/24/2006,https://damsafety.org/virginia,Normal Operations,1/5/2021,No,,Active,,No,X,AREA OF MINIMAL FLOOD HAZARD,FALSE,Low
New Bristow Village Regional Swm Facility Dam,,,VA153026,,VA153026,New Bristow Village Home Owners Association,Private,Private,0,No,,,Flood Risk Reduction,Flood Risk Reduction,Virginia,153026,38.721,-77.5483,Virginia,Prince William,,,Unnamed Tributary to Kettle Run,"Virginia, Congressional District 10",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,Earth,Earth,,,16,16,16,16,Less than 25 feet,400,,,Undetermined,,118,118,30.4,7.9,0.29,,,,,,,,,,12/4/2022,,1,High,Not Rated,,Yes,2/5/2021,https://damsafety.org/virginia,Not Applicable,5/18/2022,No,,Active,,No,X,AREA OF MINIMAL FLOOD HAZARD,FALSE,Low
Mountain Run Dam #8a,Caynor Lake,,VA047001,,VA047001,Culpeper Soil and Water Conservation District,Local Government,Local Government,0,No,USDA NRCS;Virginia DCR - Division of Soil and Water Conservation,,Flood Risk Reduction,Flood Risk Reduction,Virginia,47001,38.4982,-78.0788,Virginia,Culpeper,,0,Mountain Run,"Virginia, Congressional District 07",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,Natural Resources Conservation Service,Natural Resources Conservation Service,Natural Resources Conservation Service,,Natural Resources Conservation Service,,,Yes,Watershed Protection and Flood Prevention Act of 1954 (Public Law 83-566),Earth,Earth,,,34,,,34,25-50 feet,545,,,Undetermined,,1870,1870,73,21.5,5.56,,,,,,,,,,12/4/2022,4/14/2022,3,Significant,Satisfactory,4/14/2022,Yes,7/11/2018,https://damsafety.org/virginia,Normal Operations,1/5/2021,No,,Active,,No,X,AREA OF MINIMAL FLOOD HAZARD,FALSE,Low
Mountain Run Dam #13,Merrimac Lake,,VA047005,,VA047005,Culpeper Soil and Water Conservation District,Local Government,Local Government,0,No,USDA NRCS;Virginia DCR - Division of Soil and Water Conservation,,Flood Risk Reduction,Flood Risk Reduction,Virginia,47005,38.4513,-78.0404,Virginia,Culpeper,,3,Hungry Run,"Virginia, Congressional District 07",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,Natural Resources Conservation Service,Natural Resources Conservation Service,Natural Resources Conservation Service,,Natural Resources Conservation Service,,,Yes,Watershed Protection and Flood Prevention Act of 1954 (Public Law 83-566),Earth,Earth,,,31,,,31,25-50 feet,940,,,Undetermined,,1140,1140,42,15,3.2,,,,,,,,,,12/4/2022,4/14/2022,1,High,Satisfactory,4/14/2022,Yes,5/23/2018,https://damsafety.org/virginia,Normal Operations,1/5/2021,No,,Active,,No,X,AREA OF MINIMAL FLOOD HAZARD,FALSE,Low
F.P. Griffith Water Plant Lorton Quarry,Ck Report #8 (3 of 3),,VA059109,,VA059109,Fairfax County Water Authority,Public Utility,Public Utility,0,No,,,Other,Other,Virginia,59109,38.6867,-77.2622,Virginia,Fairfax,,0.1,Little Occoquan Run.,"Virginia, Congressional District 11",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,Other,Other,,,20,,,20,Less than 25 feet,25,,,Undetermined,,253,253,,12,0.05,,,,,,,,,,2/28/2023,,3,Undetermined,Not Rated,,No,,https://damsafety.org/virginia,Not Applicable,3/8/2021,No,,Active,,No,X,AREA OF MINIMAL FLOOD HAZARD,FALSE,Low
Dixon-Parson Dam,Dixons Pond,,VA131001,,VA131001,,Not Listed,Not Listed,0,No,USDA NRCS,,Irrigation,Irrigation,Virginia,131001,37.2151,-76.0008,Virginia,Northampton,Exmore,23.8,Elliotts Creek - VAHU6 CB46 Lower Chesapeake Bay - Cherrystone Inlet,"Virginia, Congressional District 02",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,Natural Resources Conservation Service,,,,,,No,,Earth,Earth,Unlisted/Unknown;Unlisted/Unknown,Unlisted/Unknown,8,,,8,Less than 25 feet,40,,,Undetermined,,103,103,47,,,,,,,,,,,,12/4/2022,,,Undetermined,Not Rated,,No,,https://damsafety.org/virginia,Not Applicable,3/8/2021,No,,Active,,No,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,FALSE,Low
Leatherwood Creek Dam #2a,Walker Dam,,VA089005,,VA089005,Blue Ridge Soil and Water Conservation District,Local Government,Local Government,0,No,USDA NRCS,,Flood Risk Reduction,Flood Risk Reduction,Virginia,89005,36.739,-79.8092,Virginia,Henry,,6,TRIB-W.F.LEATHERWOOD CREEK,"Virginia, Congressional District 09",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,Natural Resources Conservation Service,Natural Resources Conservation Service,Natural Resources Conservation Service,,Natural Resources Conservation Service,,,Yes,Watershed Protection and Flood Prevention Act of 1954 (Public Law 83-566),Earth,Earth,,,52,,,52,51-100 feet,400,,,Undetermined,,1750,1750,122,15.7,6.3,,,,,,,,,,12/4/2022,7/17/2019,1,High,Fair,7/17/2019,Yes,2/4/2016,https://damsafety.org/virginia,"Under Investigation, Planning, Permitting, or Design for Remediation",2/18/2021,No,,Active,,No,AE,FLOODWAY,TRUE,High
Travis Lake Upper,Upper Travis Lake,Travis Lake,VA033048,,VA033048,Fort Walker,Federal,Federal,0,No,Army,No,Recreation,Recreation;Fish and Wildlife Pond,US Army,VA033048,38.14856898,-77.3279,Virginia,Caroline,Port Royal,7,Goldenvale Creek Tr,"Virginia, Congressional District 07",No,No,,No,No,No,Yes,US Army,US Army,US Army,US Army,US Army,US Army,US Army,,No,,Earth,Earth,Earth,Unlisted/Unknown,8,8,8,8,Less than 25 feet,300,4534,1940,1940-1949,,174,174,93.9,21.5,2.45,514,Controlled,25,0,0,0,,,,4/15/2024,7/24/2018,4,Low,Fair,8/19/2014,Yes,8/1/2014,https://www.army.mil/,,,No,,Active,,No,A,,TRUE,High
Kellam Dam,,,VA131004,,VA131004,Herncliff Farm LLC,Private,Private,0,No,USDA NRCS,,Irrigation,Irrigation;Other,Virginia,131004,37.3681,-75.9817,Virginia,Northampton,Eastville,2.4,Direct to confluence of The Gulf and Chesapeake Bay - VAHU6 Lower Chesapeake - Hungards Creek,"Virginia, Congressional District 02",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,Natural Resources Conservation Service,,,,,,No,,Earth,Earth,Unlisted/Unknown;Unlisted/Unknown,Unlisted/Unknown,10,10,10,10,Less than 25 feet,1265,,,Undetermined,,251,251,28,25.9,0.4,,,,,,,,,,12/4/2022,5/9/2019,,Undetermined,Not Rated,5/9/2019,Not Required,,https://damsafety.org/virginia,Not Applicable,1/5/2021,No,,Active,,No,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,FALSE,Low
C - Pond Dam,,,VA800017,,VA800017,International Paper - Franklin Mill,Private,Private,0,No,,,Other,Other,Virginia,800017,36.5697,-76.8813,Virginia,Suffolk,Franklin,10.6,Blackwater River offline - VAHU6 CU70 Blackwater River - Union Camp Holding Pond,"Virginia, Congressional District 02",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,Earth,Earth,,,52,52,52,52,51-100 feet,34820,,,Undetermined,,29800,29800,23370,1601,2.55,,,,,,,,,,12/4/2022,2/11/2022,1,High,Fair,2/11/2022,Yes,4/24/2020,https://damsafety.org/virginia,Normal Operations,3/26/2022,No,,Active,,No,X,AREA OF MINIMAL FLOOD HAZARD,FALSE,Low
South River Dam #26,Inch Branch,,VA015001,,VA015001,Headwaters Soil and Water Conservation District,Local Government,Local Government,0,No,"Schnabel Engineering, LLC;USDA NRCS",,Flood Risk Reduction,Flood Risk Reduction,Virginia,15001,38.0144,-78.9241,Virginia,Augusta,,5,INCH BRANCH OF BACK CREEK,"Virginia, Congressional District 06",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,Natural Resources Conservation Service,Natural Resources Conservation Service,Natural Resources Conservation Service,,Natural Resources Conservation Service,,,Yes,Flood Control Act of 1944 (Public Law 78-534),Earth,Earth,,,57,,,57,51-100 feet,766,,,Undetermined,,868,868,58,9,2.4,,,,,,,,,,12/4/2022,4/8/2022,1,High,Satisfactory,4/8/2022,Yes,4/7/2016,https://damsafety.org/virginia,Normal Operations,1/5/2021,No,,Active,,No,No Data,,FALSE,Unknown
South Anna Dam #6b,Reynolds Lake,,VA109033,,VA109033,Thomas Jefferson Soil and Water Conservation District,Local Government,Local Government,0,No,USDA NRCS;Virginia DCR - Division of Soil and Water Conservation,,Flood Risk Reduction,Flood Risk Reduction,Virginia,109033,38.0021,-78.1961,Virginia,Louisa,,0.1,CAMP CREEK,"Virginia, Congressional District 05",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,Natural Resources Conservation Service,Natural Resources Conservation Service,Natural Resources Conservation Service,,Natural Resources Conservation Service,,,Yes,Watershed Protection and Flood Prevention Act of 1954 (Public Law 83-566),Earth,Earth,,,36,,,36,25-50 feet,950,,1980,1980-1989,,1380,1380,152,29,3.85,,,,,,,,,,7/6/2023,2/23/2023,1,High,Satisfactory,2/3/2023,Yes,5/26/2022,https://damsafety.org/virginia,"Under Investigation, Planning, Permitting, or Design for Remediation",4/7/2021,No,,Active,,No,X,AREA OF MINIMAL FLOOD HAZARD,FALSE,Low
Afton Drive/Chappell Creek Dam,,,VA149027,,VA149027,Nguyen Family,Private,Private,,No,,,Recreation,Recreation;Fish and Wildlife Pond,Virginia,149027,37.2835,-77.2109,Virginia,Prince George,Hopewell,4.28,Chappell Creek - VAHU6 JL07 James River - Bailey Creek,"Virginia, Congressional District 04",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,Earth,Earth,Unlisted/Unknown;Unlisted/Unknown,Unlisted/Unknown,7,7,7,7,Less than 25 feet,335,,,Undetermined,,103.7,103.7,30,9.7,2.13,,,,,,,,,,12/4/2022,8/30/2022,,Undetermined,Not Rated,8/30/2022,No,,https://damsafety.org/virginia,Enforcement Pending/Ongoing,1/11/2022,No,,Active,,No,AE,FLOODWAY,TRUE,High
Walnut Branch Road Detention Pond Dam,0330dp Msmd Id By Fairfax County,,VA059106,,VA059106,Reston Home Owners Association,Private,Private,0,No,,,Flood Risk Reduction,Flood Risk Reduction,Virginia,59106,38.9757,-77.3613,Virginia,Fairfax,,0.1,Sugarland Run tributary,"Virginia, Congressional District 11",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,Earth,Earth,,,22,,,22,Less than 25 feet,670,,,Undetermined,,83.52,83.52,,,,,,,,,,,,,12/4/2022,,,Undetermined,Not Rated,,No,,https://damsafety.org/virginia,Not Applicable,3/8/2021,No,,Active,,No,X,AREA OF MINIMAL FLOOD HAZARD,FALSE,Low
Lake Kilby Dam,,,VA800002,,VA800002,"City of Portsmouth, Department of Public Utilities",Local Government,Local Government,0,No,,,Water Supply,Water Supply;Recreation,Virginia,800002,36.73,-76.6036,Virginia,Suffolk,Suffolk,1.25,Speights Run - VAHU6 JL 44 Lake Kelby - Speights Run,"Virginia, Congressional District 02",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,Earth,Earth,,,19,19,19,19,Less than 25 feet,650,,,Undetermined,,3400,3400,1850,191,22,,Uncontrolled,150,0,0,0,,,Uncontrolled0,12/4/2022,5/10/2022,1,High,Poor,5/10/2022,Yes,10/11/2020,https://damsafety.org/virginia,Normal Operations,3/26/2022,No,,Active,,No,A,,TRUE,High
South Anna Dam #3,Fishers Lake,,VA109031,,VA109031,Thomas Jefferson Soil and Water Conservation District,Local Government,Local Government,0,No,USDA NRCS;Virginia DCR - Division of Soil and Water Conservation,,Flood Risk Reduction,Flood Risk Reduction,Virginia,109031,38.0634,-78.1912,Virginia,Louisa,,0.25,FIELDING CREEK,"Virginia, Congressional District 05",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,Natural Resources Conservation Service,Natural Resources Conservation Service,Natural Resources Conservation Service,,Natural Resources Conservation Service,,,Yes,Watershed Protection and Flood Prevention Act of 1954 (Public Law 83-566),Earth,Earth,,,33,,,33,25-50 feet,600,,,Undetermined,,990,990,130,25,2.85,,,,,,,,,,12/4/2022,12/7/2021,1,High,Satisfactory,12/7/2021,Yes,5/26/2022,https://damsafety.org/virginia,"Under Investigation, Planning, Permitting, or Design for Remediation",4/7/2021,No,,Active,,No,X,AREA OF MINIMAL FLOOD HAZARD,FALSE,Low
Upper Clinch Valley Dam #1b,Cavitts Creek Dam,,VA185005,,VA185005,Tazewell County Board of Supervisors,Local Government,Local Government,0,No,USDA NRCS,,Flood Risk Reduction,Flood Risk Reduction;Recreation;Water Supply,Virginia,185005,37.1655,-81.5211,Virginia,Tazewell,,3.5,CAVITTS CREEK,"Virginia, Congressional District 09",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,Natural Resources Conservation Service,Natural Resources Conservation Service,Natural Resources Conservation Service,,Natural Resources Conservation Service,,,Yes,Watershed Protection and Flood Prevention Act of 1954 (Public Law 83-566),Earth,Earth,,,76,,,76,51-100 feet,460,,,Undetermined,,2320,2320,931,61.8,2.57,,,,,,,,,,12/4/2022,10/18/2022,1,High,Satisfactory,10/18/2022,Yes,8/1/2022,https://damsafety.org/virginia,Normal Operations,2/18/2021,No,,Active,,No,X,AREA OF MINIMAL FLOOD HAZARD,FALSE,Low
Muddiman Dam,011dd028,,VA011011,,VA011011,Muddiman Family Trust,Private,Private,0,No,,,Recreation,Recreation,Virginia,11011,37.3488,-78.7906,Virginia,Appomattox,Appomattox,2.32,South Fork of the Appomattox River - VAHU6 JA01 Appomattox River - Wolf Creek,"Virginia, Congressional District 05",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,Earth,Earth,Unlisted/Unknown;Unlisted/Unknown,Unlisted/Unknown,34,,,34,25-50 feet,300,,,Undetermined,,319.41,319.41,182.42,17.54,2.06,,Uncontrolled,80,0,0,0,,,Uncontrolled0;Uncontrolled0,12/4/2022,6/24/2020,,Undetermined,Not Rated,6/24/2020,No,,https://damsafety.org/virginia,"Under Investigation, Planning, Permitting, or Design for Remediation",9/12/2022,No,,Active,,No,A,,TRUE,High
Central Crossing Dam,Choctaw Lake,,VA101026,,VA101026,Central Crossing Property Owners Assoc.,Private,Private,0,No,"Balzer and Associates, Inc.;Central Property Owners Association;Timmons Group",,Recreation,Recreation,Virginia,101026,37.7407,-77.1443,Virginia,King William,,2.5,Trib to Muncuin Creek,"Virginia, Congressional District 01",Yes,Yes,Department of Conservation and Recreation,Yes,Yes,Yes,No,,,,,,,,,No,,Earth,Earth,,,32,,,32,25-50 feet,320,,,Undetermined,,143,143,57,12.4,0.33,1664,,,,,,,,,12/4/2022,5/24/2019,6,Low,Fair,5/24/2019,Yes,2/25/2010,https://damsafety.org/virginia,"Under Investigation, Planning, Permitting, or Design for Remediation",3/9/2021,No,,Active,,No,X,AREA OF MINIMAL FLOOD HAZARD,FALSE,Low
